alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
true,1717530983.8736,elite,283.52437369812,1714933197.6198,"AS205090 FIRST SERVER LIMITED",FIRST-SERVER-EUROPE,Moscow,Europe,EU,Russia,RU,,false,"First Server Limited",55.7483,37.6171,false,"First Server Limited",true,Moscow,success,Europe/Moscow,105064,1717352590,1717691329.4266,9070,http,http://61.97.191.101:9070,false,357.40637779236,59365,35,99.941077441077,61.97.191.101
